app,CATEGORY,SUBCATEGORY,TECHNOLOGY,RISK,EVASIVE,EXCESSIVE_BANDWIDTH,USED_BY_MALWARE,ABLE TO TRANSFER FILE,HAS KNOWN VULNERABILITY,TUNNELS OTHER APPLICATION,PRONE TO MISUSE,PERVASIVE_USE,SAAS
wetransfer,general-internet,file-sharing,browser-based,3,yes,no,no,yes,yes,no,no,no,yes
mqtt,business-systems,general-business,client-server,1,no,no,no,no,no,yes,no,yes,no
chikka-messenger,collaboration,instant-messaging,client-server,2,yes,no,no,no,no,no,no,yes,no
security-kiss,networking,encrypted-tunnel,client-server,4,yes,no,no,yes,yes,yes,no,no,no
factset,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
livestream,media,photo-video,browser-based,3,yes,yes,no,no,yes,no,no,yes,no
ygoow,general-internet,file-sharing,client-server,4,no,yes,yes,yes,yes,no,no,no,no
salesforce-chatter,collaboration,social-business,browser-based,2,no,no,no,yes,no,no,no,yes,yes
ms-sstp,networking,encrypted-tunnel,client-server,1,no,no,no,no,no,yes,no,no,no
websmurfer,networking,proxy,browser-based,1,no,no,no,no,no,no,yes,no,no
swiftmq,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
watchdox,general-internet,file-sharing,browser-based,1,no,no,no,yes,no,no,no,no,yes
apple-push-notifications,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,yes,no
rdp2tcp,networking,encrypted-tunnel,client-server,4,yes,no,no,yes,yes,yes,yes,no,no
arcgis,business-systems,general-business,browser-based,2,no,no,no,no,yes,no,no,yes,no
adobe-connectnow-remote-control,networking,remote-access,browser-based,1,no,no,no,no,no,no,no,yes,yes
adobe-connectnow,collaboration,internet-conferencing,browser-based,2,no,yes,no,no,yes,no,no,yes,yes
ea-fifa,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
battlefield3,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
origin,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
adobe-connectnow-file-transfer,general-internet,file-sharing,browser-based,4,yes,no,no,yes,yes,no,no,yes,yes
signiant,general-internet,file-sharing,client-server,2,no,yes,no,yes,no,no,no,no,yes
pinterest,collaboration,social-networking,browser-based,2,no,no,no,yes,yes,no,no,no,no
tanium,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
centurion,business-systems,management,client-server,1,no,no,no,yes,no,no,no,no,no
llmnr,networking,infrastructure,network-protocol,2,no,no,no,no,yes,no,no,yes,no
prezi,business-systems,office-programs,client-server,1,no,no,no,yes,no,no,no,no,yes
digg-posting,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
youtube-posting,collaboration,web-posting,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
yahoo-box,general-internet,file-sharing,client-server,1,no,no,no,yes,no,no,no,no,yes
letv,media,photo-video,browser-based,3,no,yes,no,no,yes,no,yes,yes,no
hsrp,networking,routing,network-protocol,1,no,no,no,no,yes,no,no,no,no
hulu-posting,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
kaspersky-netagent,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
as2,business-systems,general-business,client-server,2,no,no,no,yes,no,no,no,yes,no
omegle,collaboration,voip-video,browser-based,2,no,no,no,no,yes,no,yes,no,no
webex-connect,collaboration,instant-messaging,client-server,1,no,yes,no,no,no,no,no,yes,yes
linkedin-apps,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
rtmfp,collaboration,voip-video,peer-to-peer,1,no,yes,no,no,no,no,no,yes,no
cisco-wlc-mobility,networking,infrastructure,network-protocol,1,no,no,no,no,no,no,no,yes,no
electric-commander,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
kiwoom-hts,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
google-cloud-print,general-internet,internet-utility,browser-based,2,no,no,no,yes,yes,no,no,no,yes
efriend,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
google-drive-web,general-internet,file-sharing,browser-based,4,yes,no,yes,no,yes,no,no,yes,yes
trillian,collaboration,instant-messaging,client-server,3,no,no,no,yes,yes,no,no,yes,yes
clubcooee,collaboration,instant-messaging,client-server,1,no,no,no,no,no,no,no,no,no
xware-xtrm,business-systems,general-business,client-server,1,no,no,no,yes,no,no,no,no,no
gotomypc-desktop-sharing,networking,remote-access,client-server,2,yes,yes,no,no,no,no,no,yes,yes
supremo,networking,remote-access,client-server,2,yes,no,no,yes,no,no,no,no,no
gotomypc-remote-control,networking,remote-access,client-server,2,yes,no,no,no,no,no,no,yes,yes
pcanywhere-file-transfer,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,no,yes,no
logmeinrescue,networking,remote-access,client-server,2,yes,yes,no,no,no,no,no,yes,no
teamviewer-remote-control,networking,remote-access,client-server,2,no,no,no,no,yes,no,no,yes,no
market-q,business-systems,general-business,browser-based,2,yes,no,no,no,no,no,no,yes,no
jepptech-updates,business-systems,software-update,client-server,1,no,no,no,no,no,no,no,no,no
mongodb,business-systems,database,client-server,2,no,no,no,no,yes,no,no,yes,no
bbcp,general-internet,internet-utility,client-server,2,no,yes,no,yes,no,no,no,no,no
axifile,general-internet,file-sharing,browser-based,5,yes,no,yes,yes,yes,no,no,yes,yes
ezhelp,networking,remote-access,client-server,2,yes,no,no,no,no,no,no,yes,no
cubby,general-internet,file-sharing,client-server,3,yes,no,no,yes,no,no,no,yes,yes
unistim,collaboration,voip-video,client-server,2,no,no,no,no,yes,no,no,yes,no
panos-global-protect,networking,encrypted-tunnel,client-server,2,no,no,no,yes,no,yes,no,no,no
snapmirror,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,yes,no
ms-service-controller,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
facebook-file-sharing,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,yes,yes
vnc-chat,collaboration,instant-messaging,client-server,1,no,no,no,no,no,no,no,no,no
pocketcloud,networking,remote-access,client-server,1,no,no,no,no,no,no,no,no,no
itwin,general-internet,file-sharing,client-server,2,yes,no,no,yes,no,no,no,no,no
ontv,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,yes,no
instagram,media,photo-video,client-server,2,no,no,no,yes,no,no,no,yes,no
foscam-webcam,media,photo-video,browser-based,1,no,no,no,no,yes,no,no,no,no
metatrader,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
pcanywhere-remote-control,networking,remote-access,client-server,2,no,yes,no,no,yes,no,no,yes,no
avg-update,business-systems,software-update,client-server,1,no,no,no,no,no,no,no,yes,no
securid,business-systems,auth-service,client-server,2,no,no,no,no,yes,no,no,yes,no
hipchat,collaboration,instant-messaging,client-server,2,no,yes,no,yes,no,no,no,no,yes
roboform,general-internet,internet-utility,client-server,2,no,no,no,no,yes,no,yes,yes,no
dicom,business-systems,general-business,client-server,3,no,no,no,yes,yes,no,no,yes,no
issuu,general-internet,file-sharing,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
issuu-uploading,general-internet,file-sharing,browser-based,4,yes,no,no,yes,yes,no,no,yes,yes
lastpass,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,yes,yes,no
shim6,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
opc,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
landesk-inventory,business-systems,management,client-server,1,yes,no,no,no,no,no,no,no,no
mpeg-ts,media,photo-video,network-protocol,1,no,yes,no,no,no,no,no,yes,no
kik,collaboration,instant-messaging,client-server,2,no,no,no,yes,no,no,no,yes,yes
net.tcp,networking,infrastructure,client-server,1,no,no,no,no,no,yes,no,no,no
airtime,collaboration,voip-video,browser-based,2,no,yes,no,no,yes,no,no,no,yes
commvault,business-systems,management,client-server,2,no,yes,no,yes,no,no,no,yes,no
quickoffice-pro,business-systems,office-programs,client-server,3,yes,no,no,yes,no,no,no,yes,no
cisco-rtmt,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
pastebin,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,yes
pastebin-posting,collaboration,web-posting,browser-based,3,no,no,no,yes,yes,no,yes,yes,yes
powow,collaboration,internet-conferencing,browser-based,1,no,no,no,no,no,no,no,yes,no
powow-file-transfer,general-internet,file-sharing,browser-based,2,no,no,no,yes,no,no,no,yes,no
service-now,business-systems,management,browser-based,2,no,no,no,no,yes,no,no,yes,yes
vtun,networking,encrypted-tunnel,client-server,4,yes,no,no,yes,no,yes,yes,no,no
liveperson,business-systems,general-business,browser-based,2,no,no,no,no,yes,no,no,yes,yes
x1-mobile,business-systems,office-programs,client-server,1,no,no,no,yes,no,no,no,no,no
deskmetrics,general-internet,internet-utility,client-server,1,yes,no,no,no,no,no,no,no,no
hootsuite,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
websocket,general-internet,internet-utility,browser-based,3,no,no,no,yes,yes,yes,no,no,no
meraki-cloud-controller,networking,infrastructure,client-server,1,no,no,no,no,no,no,no,yes,yes
alpemix,networking,remote-access,client-server,2,no,no,no,yes,no,yes,no,yes,no
egnyte,business-systems,storage-backup,browser-based,4,yes,yes,no,yes,yes,no,no,no,yes
labnol-proxy,networking,proxy,browser-based,4,yes,no,no,yes,yes,yes,yes,no,no
google-search,general-internet,internet-utility,browser-based,1,no,no,no,no,no,no,no,no,no
yahoo-search,general-internet,internet-utility,browser-based,1,no,no,no,no,no,no,no,no,no
bing-search,general-internet,internet-utility,browser-based,1,no,no,no,no,no,no,no,no,no
icloud-mail,collaboration,email,client-server,2,no,no,no,yes,no,no,no,yes,yes
barracuda-backup,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,no,no
brightcloud,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
dtls,networking,encrypted-tunnel,client-server,1,no,no,no,no,yes,no,no,no,no
vudu,media,photo-video,client-server,2,no,yes,no,no,yes,no,no,yes,no
wechat,collaboration,instant-messaging,client-server,2,no,no,no,no,yes,no,no,yes,yes
keek,collaboration,social-networking,client-server,2,no,no,no,yes,no,no,no,yes,no
path,collaboration,social-networking,client-server,2,no,no,no,yes,no,no,no,yes,no
socialcam,media,photo-video,client-server,2,no,yes,no,yes,no,no,no,yes,no
netbackup,business-systems,storage-backup,client-server,3,no,yes,no,yes,yes,no,no,yes,no
sharefile-uploading,general-internet,file-sharing,browser-based,4,yes,no,no,yes,yes,no,no,yes,yes
jungledisk,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,yes,yes
toshiba-tec-pcl,business-systems,management,client-server,2,no,no,no,yes,no,no,no,yes,no
sliderocket,business-systems,office-programs,browser-based,4,yes,no,no,yes,yes,no,no,yes,no
zpl,business-systems,management,client-server,2,no,no,no,yes,no,no,no,yes,no
ms-wmi,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
tango,collaboration,voip-video,client-server,2,no,no,no,yes,no,no,no,yes,yes
meru-l3-ap-comm,networking,infrastructure,network-protocol,1,no,no,no,no,no,no,no,yes,no
meru-l3-ap-data,networking,infrastructure,network-protocol,1,no,no,no,no,no,yes,no,yes,no
postscript-pdl,business-systems,management,client-server,2,no,no,no,yes,no,no,no,yes,no
ubuntu-one,general-internet,file-sharing,client-server,3,yes,no,no,yes,no,no,no,yes,no
square,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
apple-remote-desktop,networking,remote-access,client-server,3,no,no,no,yes,yes,yes,no,yes,no
canon-bjnp,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
vine-posting,collaboration,social-networking,client-server,2,no,no,no,yes,no,no,no,yes,no
vine,collaboration,social-networking,client-server,1,no,no,no,no,no,no,no,yes,no
nokia-here-maps,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,yes,no
hp-eprint-service,general-internet,internet-utility,client-server,1,no,no,no,yes,no,no,no,no,no
ms-firewall-storage,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
cognos-express,business-systems,office-programs,client-server,1,no,no,no,no,yes,no,no,no,no
lexmark-hbn3,business-systems,management,client-server,2,no,no,no,yes,no,no,no,yes,no
rohc,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
wesp,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
windows-push-notifications,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,yes,no
mega,general-internet,file-sharing,browser-based,3,yes,no,no,yes,no,no,no,yes,yes
x.400,collaboration,email,client-server,3,no,no,no,yes,yes,no,no,yes,no
riverbed-steelhead-mobile,networking,infrastructure,client-server,1,no,no,no,no,no,no,no,yes,no
virustotal,general-internet,internet-utility,browser-based,2,no,no,no,yes,no,no,no,yes,no
touchdown,collaboration,email,client-server,2,no,no,no,yes,no,no,no,yes,no
4sync,general-internet,file-sharing,client-server,3,yes,no,no,yes,no,no,no,yes,yes
pocket-controller,networking,remote-access,client-server,2,no,no,no,yes,no,no,no,yes,no
puffin,general-internet,internet-utility,browser-based,4,no,no,no,yes,yes,yes,yes,no,no
eset-remote-admin,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
emc-recoverpoint,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,yes,no
bfcp,collaboration,internet-conferencing,client-server,1,no,no,no,no,no,no,no,yes,no
lookout,business-systems,management,client-server,2,no,no,no,yes,no,no,no,yes,no
waze,general-internet,internet-utility,client-server,1,no,yes,no,no,no,no,no,yes,no
rebtel,collaboration,voip-video,client-server,2,no,no,no,no,yes,no,no,yes,yes
streampix,media,photo-video,client-server,1,no,yes,no,no,no,no,no,no,no
osisoft-pi,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
opendoor,networking,proxy,client-server,4,yes,no,no,yes,no,yes,yes,no,no
panorama,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
cubrid,business-systems,database,client-server,1,no,no,no,no,no,no,no,yes,no
ca-sdm,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
dell-wyse-device-manager,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
springcm,collaboration,social-business,browser-based,2,no,no,no,yes,yes,no,no,no,yes
dropbox-for-teams,general-internet,file-sharing,client-server,3,yes,no,no,yes,no,no,no,yes,yes
ca-nimsoft-monitor,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
ms-sql-analysis-service,business-systems,database,client-server,1,no,no,no,no,no,no,no,yes,no
landesk,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
emc-data-domain,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,yes,no
hbo,media,photo-video,client-server,1,no,yes,no,no,no,no,no,yes,no
teamcenter,business-systems,management,client-server,2,no,no,no,yes,no,no,no,yes,no
soundcloud,media,audio-streaming,client-server,2,no,yes,no,yes,no,no,no,yes,no
redbox-instant,media,photo-video,client-server,1,no,yes,no,no,no,no,no,yes,no
yandex-disk,general-internet,file-sharing,client-server,3,yes,no,no,yes,no,no,no,yes,yes
google-keep,general-internet,internet-utility,client-server,2,no,no,no,yes,no,no,no,yes,yes
sophos-rms,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
ieee-c37.118-synchrophasor,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
evault,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,yes,no
res-automation-manager,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
ms-spynet,business-systems,management,client-server,2,no,no,no,yes,no,no,no,yes,no
oracle-alp,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
baidu-ime,general-internet,internet-utility,client-server,2,no,no,no,no,yes,no,no,yes,no
lg-uplus-neturo,networking,remote-access,client-server,1,no,no,no,no,no,no,no,yes,no
citrix-license-server,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
cip-ethernet-ip,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
diameter,business-systems,auth-service,client-server,1,no,no,no,no,no,no,no,yes,no
elcom-90,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
cisco-wlc-rrm,networking,infrastructure,client-server,1,no,no,no,no,no,no,no,yes,no
google-voice-actions,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,yes,no
infor-erp-ln,business-systems,erp-crm,client-server,1,no,no,no,no,no,no,no,yes,no
bitcoin,general-internet,internet-utility,peer-to-peer,4,no,yes,yes,no,yes,no,yes,yes,no
bittorrent-live,media,photo-video,peer-to-peer,2,no,yes,no,yes,no,no,no,no,no
cotp,networking,infrastructure,network-protocol,1,no,no,no,no,no,yes,no,no,no
windows-azure,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,yes
mult-ip,networking,encrypted-tunnel,client-server,1,no,no,no,no,no,no,no,no,no
rmcp,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
camos,business-systems,erp-crm,client-server,1,no,no,no,no,no,no,no,no,no
snapfish,media,photo-video,browser-based,3,no,no,no,yes,yes,no,no,yes,no
vqp,networking,ip-protocol,client-server,1,no,no,no,no,no,no,no,no,no
orion-rhapsody,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
intuit-quickbase,business-systems,database,browser-based,1,no,no,no,no,yes,no,no,no,yes
bfd,networking,infrastructure,network-protocol,1,no,no,no,no,no,no,no,no,no
symantec-endpoint-manager,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
bitbucket,business-systems,management,browser-based,3,no,no,no,yes,yes,yes,no,yes,yes
github,business-systems,management,client-server,2,no,no,no,yes,no,yes,no,yes,yes
silverlake-axis-sibs,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
slideshare,general-internet,file-sharing,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
slideshare-uploading,general-internet,file-sharing,browser-based,3,no,no,no,yes,yes,yes,no,no,yes
aleks,business-systems,management,browser-based,3,no,yes,no,yes,yes,no,no,no,no
mosh,networking,remote-access,client-server,1,no,no,no,no,yes,no,no,no,no
confluence,collaboration,social-business,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
zoom,collaboration,internet-conferencing,client-server,1,no,yes,no,no,no,no,no,no,yes
magfs,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,no,no
docusign,business-systems,office-programs,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
hadoop-mapreduce,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
via3,collaboration,internet-conferencing,client-server,2,no,yes,no,yes,no,no,no,no,yes
hdfs,business-systems,storage-backup,client-server,4,no,yes,no,yes,yes,yes,no,yes,no
vxlan,networking,infrastructure,network-protocol,1,no,no,no,no,no,yes,no,no,no
vpn-gate,networking,encrypted-tunnel,client-server,3,no,no,no,yes,yes,yes,no,no,no
uberconference,collaboration,internet-conferencing,browser-based,1,no,no,no,yes,no,no,no,no,yes
apple-airplay,media,photo-video,client-server,1,no,yes,no,no,no,no,no,yes,no
cinemagram,media,photo-video,client-server,2,no,no,no,yes,no,no,no,yes,no
sourceforge,collaboration,file-sharing,client-server,2,no,no,no,no,yes,no,no,yes,yes
threat-unknown-tcp,business-systems,infrastructure,client-server,1,no,no,no,no,no,no,no,no,no
snapchat,collaboration,instant-messaging,client-server,2,no,no,no,yes,no,no,yes,yes,no
airdroid,networking,remote-access,browser-based,3,no,no,no,yes,yes,no,no,yes,no
softether-vpn,networking,encrypted-tunnel,client-server,1,no,yes,no,no,no,no,no,yes,no
hbase,business-systems,database,client-server,1,no,no,no,no,no,no,no,yes,no
amazon-aws-console,business-systems,management,browser-based,1,no,no,no,no,no,no,no,yes,no
amazon-appstore,general-internet,internet-utility,client-server,2,no,no,no,yes,no,no,no,yes,no
tableau-public,general-internet,internet-utility,client-server,3,no,no,no,yes,yes,no,no,yes,no
novell-filr,business-systems,storage-backup,client-server,1,no,no,no,yes,no,no,no,no,no
hola-unblocker,networking,encrypted-tunnel,client-server,4,yes,no,no,yes,yes,no,no,yes,no
collectd,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
bitcasa,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,no,yes,yes
tsp,networking,infrastructure,network-protocol,1,no,no,no,no,no,no,no,no,no
atempo-tina,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,yes,no
disqus,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
profinet,business-systems,general-business,client-server,2,no,no,no,no,yes,no,no,yes,no
apache-zookeeper,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
new-relic,business-systems,management,browser-based,2,no,no,no,no,yes,no,no,yes,yes
1c-enterprise,business-systems,erp-crm,client-server,1,no,no,no,no,no,no,no,yes,no
wildmetrix,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
bit9-parity,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
104asdu-process-monitor,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
104asdu-process-control,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
104asdu-system-monitor,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
104asdu-system-control,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
104asdu-param-control,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
104asdu-file-transfer,business-systems,management,client-server,3,no,no,no,yes,yes,yes,no,yes,no
104apci-supervisory,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
104apci-unnumbered,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
tibbr,collaboration,social-business,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
pagekite,networking,encrypted-tunnel,client-server,3,no,no,no,yes,yes,yes,no,yes,no
asigra-cloud-backup,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,no,yes
gotoassist,networking,remote-access,browser-based,2,no,no,no,no,yes,no,no,yes,yes
adobe-creative-cloud,business-systems,general-business,client-server,2,no,no,no,yes,yes,no,no,no,yes
dell-drac,networking,remote-access,client-server,2,no,no,no,no,yes,no,no,yes,no
signnow,business-systems,office-programs,browser-based,2,no,no,no,yes,yes,no,no,no,yes
unitrends,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,yes,no
ms-office365,business-systems,office-programs,browser-based,2,no,no,no,no,yes,no,no,yes,yes
marklogic-xdbc,business-systems,database,client-server,1,no,no,no,no,no,no,no,yes,no
basecamp,collaboration,web-posting,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
outlook-web-online,collaboration,email,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
snpp,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,yes,no
progress-openedge,business-systems,database,client-server,2,no,no,no,no,yes,no,no,yes,no
office-on-demand,business-systems,office-programs,browser-based,3,no,yes,no,yes,yes,no,no,yes,yes
afaria,business-systems,management,client-server,3,no,no,no,yes,yes,no,no,yes,no
ms-lync-online,collaboration,instant-messaging,client-server,3,no,no,no,yes,yes,yes,no,yes,yes
scep,networking,infrastructure,client-server,2,no,no,no,no,yes,no,no,yes,no
mcafee-endpoint-encryption,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
kt-ucloud,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,no,yes,yes
checkpoint-client-auth,business-systems,auth-service,client-server,1,no,no,no,no,no,no,no,yes,no
checkpoint-logging,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
checkpoint-cpd,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
checkpoint-rdp,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
sharepoint-online,collaboration,social-business,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
memcached,business-systems,database,client-server,2,no,no,no,no,yes,no,no,yes,no
forward,networking,encrypted-tunnel,client-server,3,no,no,no,yes,yes,no,yes,no,no
terraria,media,gaming,client-server,1,no,no,no,no,no,no,no,no,no
purple-p3,collaboration,voip-video,client-server,2,no,yes,no,no,yes,no,no,no,yes
git-uploading,business-systems,general-business,client-server,3,no,no,no,yes,yes,yes,no,yes,yes
pentaho,business-systems,management,browser-based,3,no,no,no,yes,yes,no,no,yes,no
twilio,collaboration,voip-video,client-server,2,no,yes,no,no,yes,no,no,yes,yes
asana,collaboration,social-business,browser-based,2,no,no,no,yes,yes,no,no,no,yes
owncloud,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,no,yes,yes
nvgre,networking,routing,network-protocol,2,no,no,no,no,yes,no,no,yes,no
att-locker,general-internet,file-sharing,browser-based,1,no,no,no,no,yes,no,no,no,yes
norton-zone,general-internet,file-sharing,browser-based,3,no,yes,no,yes,yes,no,no,no,no
elastic-search,business-systems,management,browser-based,2,no,no,no,no,yes,no,no,yes,no
redis,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,no,no
pathview,business-systems,management,browser-based,1,no,no,no,no,yes,no,no,no,yes
calameo,general-internet,file-sharing,browser-based,2,no,no,no,yes,yes,no,no,no,no
mlb.tv,media,photo-video,browser-based,2,no,yes,no,no,yes,no,no,no,no
ms-lync-online-apps-sharing,collaboration,internet-conferencing,browser-based,2,no,yes,no,no,yes,no,no,yes,yes
ms-lync-online-file-transfer,general-internet,file-sharing,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
oracle-enterprise-manager,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
translator-1,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
syncplicity,general-internet,file-sharing,client-server,3,no,yes,no,yes,yes,no,no,no,yes
translator-2,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
translator-3,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
translator-4,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
translator-5,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
translator-6,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
translator-7,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
translator-8,business-systems,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
infoblox-grid,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
hightail,general-internet,file-sharing,browser-based,3,no,yes,no,yes,yes,no,no,yes,yes
verizon-network-extender,networking,infrastructure,client-server,1,no,no,no,no,no,no,no,no,no
hong-kong-toolbar,media,audio-streaming,client-server,3,no,yes,no,yes,yes,no,no,yes,no
wechat-video,collaboration,voip-video,peer-to-peer,1,no,yes,no,no,no,no,no,no,yes
ms-lync-online-audio,collaboration,voip-video,browser-based,1,no,yes,no,no,no,no,no,yes,yes
ms-lync-online-video,collaboration,voip-video,browser-based,1,no,yes,no,no,no,no,no,yes,yes
wechat-file-transfer,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,no,yes,yes
accellion,general-internet,file-sharing,client-server,4,no,no,yes,yes,yes,no,no,no,yes
google-plus-email,collaboration,email,browser-based,2,no,no,no,no,yes,no,no,yes,yes
infoprint,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
yahoo-search-jp,general-internet,internet-utility,browser-based,1,no,no,no,no,no,no,no,no,no
whatsapp-file-transfer,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,no,yes,yes
hp-virtual-rooms,collaboration,internet-conferencing,client-server,2,no,no,no,yes,yes,no,no,no,yes
nimsh,networking,infrastructure,client-server,1,no,no,no,no,no,no,no,no,no
nim,networking,infrastructure,client-server,1,no,no,no,no,no,no,no,no,no
netsupport-manager,networking,remote-access,client-server,1,no,no,no,no,no,no,no,no,no
